is_explicit,content_maturity,songs,avg_days,avg_stability,avg_peak_position,avg_popularity,content_type
False,Developing,17,115.17647058823529,63.38529411764706,22.41176470588235,81.05882352941177,Clean
False,Established,219,37.8675799086758,58.217488584474886,22.187214611872147,73.24657534246575,Clean
False,Fresh,46,133.97826086956522,63.650217391304345,23.217391304347824,84.15217391304348,Clean
False,Mature,43,70.83720930232558,58.201627906976746,19.976744186046513,68.55813953488372,Clean
True,Developing,21,71.47619047619048,70.91142857142856,21.285714285714285,83.0952380952381,Explicit
True,Established,151,39.6953642384106,66.6023178807947,23.3841059602649,67.88741721854305,Explicit
True,Fresh,30,98.86666666666666,65.46266666666666,24.633333333333333,83.93333333333334,Explicit
True,Mature,48,64.79166666666667,36.67958333333333,13.479166666666666,82.29166666666667,Explicit
