album_type,songs,avg_days,avg_time_to_peak,avg_peak_position,avg_stability,avg_popularity_growth,avg_entry_popularity
album,292,48.332191780821915,8.643835616438356,22.893835616438356,56.1309589041096,22.736301369863014,47.842465753424655
single,283,66.84805653710248,10.353356890459365,20.657243816254418,64.09226148409894,13.664310954063604,64.40282685512368
