track_key,song,artist,entry_date,exit_date,entry_position,best_position,exit_position,observations,entry_popularity,peak_popularity,exit_popularity,album_type,total_tracks,is_explicit,duration_min,calendar_days,days_on_playlist,continuity,continuity_percentage,peak_date,peak_position_check,time_to_peak_days,rank_slope,popularity_slope,rank_improvement,rank_change_entry_to_exit,rank_movement,popularity_change,popularity_growth_percentage,lifecycle_stage,retention_stability_index,entry_age_days,content_maturity,retention_segment,entry_strength
finales de agosto | saiko,FINALES DE AGOSTO,SAIKO,2025-04-28,2025-04-29,40,40,45,2,57,60,60,album,16,False,2.9505666666666666,2,2,1.0,100.0,2025-04-28,40,0,4.999999999999995,2.99999999999999,0,5,Declining,3,5.263157894736842,New Entry,16.67,345,Established,Short Retention,Weak Entry
"milo j: bzrp music sessions, vol. 57 | paul thin","Milo J: Bzrp Music Sessions, Vol. 57",Paul Thin,2025-02-01,2025-02-02,39,39,50,2,56,56,56,single,1,False,2.5504,2,2,1.0,100.0,2025-02-01,39,0,10.999999999999993,-1.360130541437666e-14,0,11,Declining,0,0.0,New Entry,8.33,259,Established,Short Retention,Weak Entry
"ptazeta: bzrp music sessions, vol. 45 | paul thin & ruslana","Ptazeta: Bzrp Music Sessions, Vol. 45",Paul Thin & RUSLANA,2025-01-18,2025-01-19,42,42,50,2,55,59,59,single,1,False,2.616216666666667,2,2,1.0,100.0,2025-01-18,42,0,7.999999999999992,3.999999999999991,0,8,Declining,4,7.2727272727272725,New Entry,11.11,245,Established,Short Retention,Weak Entry
ferxxo edition | feid,FERXXO EDITION,Feid,2024-09-30,2024-10-01,43,43,43,2,0,0,0,album,15,False,2.6957666666666666,2,2,1.0,100.0,2024-09-30,43,0,-1.1685634015539019e-14,0.0,0,0,Stable,0,,New Entry,100.0,135,Mature,Short Retention,Weak Entry
conexión | cano & jc reyes,Conexión,Cano & JC Reyes,2025-10-25,2025-10-26,46,40,40,2,63,63,63,single,1,False,3.136,2,2,1.0,100.0,2025-10-26,40,1,-6.000000000000006,-6.3565634973382676e-15,6,-6,Improving,0,0.0,New Entry,14.29,525,Established,Short Retention,Weak Entry
la rijana | saiko,LA RIJANA,SAIKO,2025-04-28,2025-04-29,41,41,47,2,57,60,60,album,16,False,2.2862,2,2,1.0,100.0,2025-04-28,41,0,5.999999999999992,2.99999999999999,0,6,Declining,3,5.263157894736842,New Entry,14.29,345,Established,Short Retention,Weak Entry
cha cha cha | käärijä,Cha Cha Cha,Käärijä,2024-05-18,2024-05-20,37,37,48,3,86,88,88,single,1,False,2.91935,3,3,1.0,100.0,2024-05-18,37,0,5.49999999999999,0.9999999999999881,0,11,Declining,2,2.3255813953488373,New Entry,15.38,0,Fresh,Short Retention,Weak Entry
historias por contar | operación triunfo 2023,Historias Por Contar,Operación Triunfo 2023,2025-02-22,2025-02-24,28,28,50,3,57,57,57,single,1,False,3.2007,3,3,1.0,100.0,2025-02-22,28,0,11.000000000000004,6.921108439379876e-15,0,22,Declining,0,0.0,New Entry,8.33,280,Established,Short Retention,Weak Entry
espectacular | sky rompiendo & rauw alejandro,Espectacular,Sky Rompiendo & Rauw Alejandro,2025-04-25,2025-04-27,49,49,50,2,73,76,76,single,1,False,3.09565,3,3,0.6666666666666666,66.66666666666666,2025-04-25,49,0,0.9999999999999902,2.999999999999997,0,1,Declining,3,4.10958904109589,New Entry,33.33,342,Established,Short Retention,Weak Entry
aqyne | aitana,AQYNE,Aitana,2024-09-27,2024-09-29,41,40,40,3,71,73,73,album,15,False,3.0237666666666665,3,3,1.0,100.0,2024-09-28,40,1,-0.5000000000000003,1.0,1,-1,Stable,2,2.8169014084507045,New Entry,66.67,132,Mature,Short Retention,Weak Entry
ayer | dellafuente,Ayer,DELLAFUENTE,2025-06-16,2025-06-18,37,37,49,2,30,50,50,album,10,False,2.595,3,3,0.6666666666666666,66.66666666666666,2025-06-16,37,0,11.999999999999993,19.999999999999993,0,12,Declining,20,66.66666666666666,New Entry,5.13,394,Established,Short Retention,Weak Entry
miamor | aitana,miamor,Aitana,2024-09-24,2024-09-26,34,34,37,3,31,55,55,album,15,False,2.656,3,3,1.0,100.0,2024-09-24,34,0,1.4999999999999971,11.999999999999996,0,3,Declining,24,77.41935483870968,New Entry,40.0,129,Mature,Short Retention,Weak Entry
solita y sueltaaa | rels b,Solita y SueltAAA,Rels B,2024-07-23,2024-07-25,50,49,49,3,64,70,70,album,9,False,2.5964833333333335,3,3,1.0,100.0,2024-07-25,49,2,-0.5000000000000058,3.0,1,-1,Stable,6,9.375,New Entry,66.67,66,Developing,Short Retention,Weak Entry
snowman | sia,Snowman,Sia,2024-12-25,2024-12-27,27,27,42,3,94,94,94,album,13,False,2.765,3,3,1.0,100.0,2024-12-25,27,0,7.499999999999999,4.90463607728069e-15,0,15,Declining,0,0.0,New Entry,11.76,221,Established,Short Retention,Weak Entry
paz | morad,Paz,Morad,2024-05-18,2024-05-20,44,44,47,3,63,66,66,album,19,False,3.1,3,3,1.0,100.0,2024-05-18,44,0,1.4999999999999944,1.5000000000000018,0,3,Declining,3,4.761904761904762,New Entry,40.0,0,Fresh,Short Retention,Weak Entry
sleigh ride | the ronettes,Sleigh Ride,The Ronettes,2024-12-25,2024-12-27,28,28,50,3,84,84,84,album,15,False,3.0211,3,3,1.0,100.0,2024-12-25,28,0,11.0,6.245935639941001e-15,0,22,Declining,0,0.0,New Entry,8.33,221,Established,Short Retention,Weak Entry
mi droga | myke towers,MI DROGA,Myke Towers,2024-05-18,2024-05-20,46,46,50,3,81,81,80,album,23,True,2.720666666666667,3,3,1.0,100.0,2024-05-18,46,0,1.999999999999997,-0.4999999999999993,0,4,Declining,-1,-1.2345679012345678,New Entry,33.33,0,Fresh,Short Retention,Weak Entry
mis tías | juanjo bona,Mis Tías,Juanjo Bona,2025-07-21,2025-07-23,44,44,47,2,58,62,62,single,1,False,2.64,3,3,0.6666666666666666,66.66666666666666,2025-07-21,44,0,2.999999999999995,3.99999999999999,0,3,Declining,4,6.896551724137931,New Entry,16.67,429,Established,Short Retention,Weak Entry
dicelo | lianet rivero & lia & gatillo,Dicelo,Lianet Rivero & Lia & Gatillo,2024-10-20,2024-10-23,29,24,32,4,52,66,66,single,1,False,2.5593833333333333,4,4,1.0,100.0,2024-10-21,24,1,1.2999999999999998,4.799999999999999,5,3,Declining,14,26.923076923076923,New Entry,43.48,155,Mature,Short Retention,Weak Entry
2am | sebastian yatra & bad gyal,2AM,Sebastian Yatra & Bad Gyal,2025-11-24,2025-11-27,41,31,31,4,55,64,64,single,1,False,3.2737666666666665,4,4,1.0,100.0,2025-11-27,31,3,-3.8,2.999999999999999,10,-10,Improving,9,16.363636363636363,New Entry,20.83,555,Established,Short Retention,Weak Entry
caída del cielo <3 | rels b,caída del cielo <3,Rels B,2025-04-28,2025-05-01,38,38,48,2,66,71,71,album,13,True,2.2203333333333335,4,4,0.5,50.0,2025-04-28,38,0,9.999999999999993,4.999999999999993,0,10,Declining,5,7.575757575757576,New Entry,4.55,345,Established,Short Retention,Weak Entry
cosas pendientes | maluma,Cosas Pendientes,Maluma,2025-11-24,2025-11-27,48,37,37,2,64,73,73,single,1,False,3.0743666666666667,4,4,0.5,50.0,2025-11-27,37,3,-11.00000000000001,8.999999999999996,11,-11,Improving,9,14.0625,New Entry,4.17,555,Established,Short Retention,Weak Entry
penas de antaño | bizarrap & milo j,Penas de Antaño,Bizarrap & Milo j,2024-10-09,2024-10-12,48,44,50,4,74,78,78,single,5,False,3.3545333333333334,4,4,1.0,100.0,2024-10-10,44,1,0.5999999999999999,1.4000000000000015,4,2,Stable,4,5.405405405405405,New Entry,62.5,144,Mature,Short Retention,Weak Entry
no digas na | feid & yandel,No Digas Na,Feid & Yandel,2025-04-17,2025-04-20,50,48,49,4,71,74,74,single,5,False,3.4731,4,4,1.0,100.0,2025-04-18,48,1,-0.3000000000000016,1.0000000000000084,2,-1,Stable,3,4.225352112676056,New Entry,76.92,334,Established,Short Retention,Weak Entry
maquillaje - remix | refracted arg,Maquillaje - Remix,refracted arg,2025-04-21,2025-04-24,32,32,33,4,0,52,52,album,7,False,3.4557,4,4,1.0,100.0,2025-04-21,32,0,1.2000000000000055,16.7,0,1,Declining,52,,New Entry,45.45,338,Established,Short Retention,Weak Entry
perros&gata$ | nicki nicole & saiko,PERROS&GATA$,Nicki Nicole & SAIKO,2025-07-04,2025-07-07,45,45,50,4,65,68,68,single,1,False,2.993533333333333,4,4,1.0,100.0,2025-07-04,45,0,1.599999999999998,1.0000000000000073,0,5,Declining,3,4.615384615384616,New Entry,38.46,412,Established,Short Retention,Weak Entry
otra noche | myke towers & darell,OTRA NOCHE,Myke Towers & Darell,2025-08-20,2025-08-23,41,36,36,4,64,69,69,single,1,True,3.735333333333333,4,4,1.0,100.0,2025-08-23,36,3,-1.699999999999998,1.600000000000003,5,-5,Improving,5,7.8125,New Entry,37.04,459,Established,Short Retention,Weak Entry
qué pecao | manuel turizo,Qué Pecao,Manuel Turizo,2025-11-24,2025-11-27,34,34,44,4,42,55,55,album,12,False,3.8346666666666667,4,4,1.0,100.0,2025-11-24,34,0,3.8,4.400000000000002,0,10,Declining,13,30.952380952380953,New Entry,20.83,555,Established,Short Retention,Weak Entry
si te pegas | rauw alejandro,SI TE PEGAS,Rauw Alejandro,2024-07-09,2024-07-12,30,30,43,4,0,77,77,album,14,True,3.0608666666666666,4,4,1.0,100.0,2024-07-09,30,0,3.8999999999999995,23.30000000000001,0,13,Declining,77,,New Entry,20.41,52,Developing,Short Retention,Weak Entry
remember me | duki,Remember Me,Duki,2024-07-19,2024-07-22,43,43,48,4,59,63,63,album,15,False,2.8437333333333332,4,4,1.0,100.0,2024-07-19,43,0,1.4999999999999998,1.4000000000000081,0,5,Declining,4,6.779661016949152,New Entry,40.0,62,Developing,Short Retention,Weak Entry
rockin' around the christmas tree | brenda lee,Rockin' Around The Christmas Tree,Brenda Lee,2024-12-24,2024-12-27,47,7,11,4,98,98,98,album,12,False,2.104433333333333,4,4,1.0,100.0,2024-12-25,7,1,-10.400000000000002,9.54111134412617e-15,40,-36,Improving,0,0.0,New Entry,8.77,220,Established,Short Retention,Weak Entry
t'as peur | aya nakamura,T'as peur,Aya Nakamura,2024-05-18,2024-05-21,45,45,49,4,70,70,70,album,15,False,3.5880666666666667,4,4,1.0,100.0,2024-05-18,45,0,1.2000000000000033,2.830887248101995e-15,0,4,Declining,0,0.0,New Entry,45.45,0,Fresh,Short Retention,Weak Entry
