track_key,song,artist,entry_date,exit_date,entry_position,best_position,exit_position,observations,entry_popularity,peak_popularity,exit_popularity,album_type,total_tracks,is_explicit,duration_min,calendar_days,days_on_playlist,continuity,continuity_percentage,peak_date,peak_position_check,time_to_peak_days,rank_slope,popularity_slope,rank_improvement,rank_change_entry_to_exit,rank_movement,popularity_change,popularity_growth_percentage
adivino | myke towers,ADIVINO,Myke Towers,2025-08-24,2025-11-16,10,10,49,85,0,75,74,album,20,True,4.644066666666666,85,85,1.0,100.0,2025-08-24,10,0,0.23064295485636105,0.16486222395935116,0,39,Stable,74,
adivino | myke towers & bad bunny,ADIVINO,Myke Towers & Bad Bunny,2025-04-28,2025-08-23,1,1,20,116,77,90,87,single,1,True,4.644066666666666,118,118,0.9830508474576272,98.30508474576271,2025-04-28,1,0,0.1780225271979395,0.015807480874947443,0,19,Stable,10,12.987012987012985
akureyri | aitana & sebastian yatra,Akureyri,Aitana & Sebastian Yatra,2025-04-28,2025-06-01,10,10,49,34,64,77,76,single,1,False,3.24,35,35,0.9714285714285714,97.14285714285714,2025-04-28,10,0,1.1260504201680672,0.23193277310924454,0,39,Declining,12,18.75
alakran | feid,ALAKRAN,Feid,2024-12-02,2024-12-05,24,24,48,3,0,73,73,album,10,False,1.5102166666666668,4,4,0.75,75.0,2024-12-02,24,0,11.999999999999998,36.49999999999999,0,24,Declining,73,
alegría | tiago pzk,Alegría,Tiago PZK,2025-09-28,2025-10-05,48,8,48,8,73,74,74,album,14,False,2.7509,8,8,1.0,100.0,2025-10-02,8,4,-0.5476190476190486,0.08333333333333365,40,0,Stable,1,1.36986301369863
all i want for christmas is you | mariah carey,All I Want for Christmas Is You,Mariah Carey,2024-12-03,2025-01-02,49,1,45,20,95,100,100,album,10,False,4.018433333333333,31,31,0.6451612903225806,64.51612903225806,2024-12-25,1,22,-0.9827067669172939,0.21503759398496036,48,-4,Improving,5,5.263157894736842
alucin | eugenio esquivel & grupo marca registrada & sebastian esquivel,Alucin,Eugenio Esquivel & Grupo Marca Registrada & Sebastian Esquivel,2025-01-13,2025-04-05,48,21,33,35,89,91,87,single,1,True,3.2852333333333332,83,83,0.42168674698795183,42.168674698795186,2025-03-22,21,68,-0.30896358543417324,-0.06106442577030817,27,-15,Stable,-2,-2.247191011235955
amanece | anuel aa & haze,Amanece,Anuel AA & Haze,2024-05-25,2025-07-06,50,47,48,15,84,85,81,single,1,False,3.166733333333333,408,408,0.03676470588235294,3.6764705882352944,2024-06-23,47,29,0.0178571428571438,-0.23214285714285282,3,-2,Stable,-3,-3.571428571428571
amaneció | quevedo,AMANECIÓ,Quevedo,2025-11-24,2025-11-27,13,13,18,4,62,68,68,album,18,False,4.25555,4,4,1.0,100.0,2025-11-24,13,0,1.4000000000000012,2.000000000000002,0,5,Declining,6,9.67741935483871
amar de nuevo | rauw alejandro,Amar De Nuevo,Rauw Alejandro,2025-11-17,2025-11-17,45,45,45,1,64,64,64,album,18,True,4.467366666666667,1,1,1.0,100.0,2025-11-17,45,0,0.0,0.0,0,0,Stable,0,0.0
amargura | karol g,AMARGURA,KAROL G,2024-05-26,2025-10-31,50,16,49,153,85,92,85,album,17,True,2.8413333333333335,524,524,0.2919847328244275,29.198473282442748,2025-07-26,16,426,-0.10220068888799531,-0.024831463685952748,34,-1,Stable,0,0.0
andando | morad,Andando,Morad,2024-05-18,2024-06-03,40,34,50,17,67,76,76,album,19,True,4.361883333333333,17,17,1.0,100.0,2024-05-19,34,1,0.4558823529411778,0.4583333333333358,6,10,Stable,9,13.432835820895523
antes | rvfv & edu garcía,Antes,Rvfv & Edu García,2024-05-18,2024-07-22,29,29,45,58,79,79,78,single,1,False,2.5614,66,66,0.8787878787878788,87.87878787878788,2024-05-18,29,0,0.2730320834230515,-0.015903288320158342,0,16,Stable,-1,-1.2658227848101267
antidepresivos | saiko,Antidepresivos,Saiko,2024-08-06,2024-12-19,13,13,41,136,64,79,76,single,1,False,2.4230666666666667,136,136,1.0,100.0,2024-08-06,13,0,0.1778827346023569,0.020738514383855523,0,28,Stable,12,18.75
apaga el cel | floyymenor,APAGA EL CEL,FloyyMenor,2025-08-10,2025-09-04,22,22,50,14,6,72,72,album,7,True,3.0801,26,26,0.5384615384615384,53.84615384615385,2025-08-10,22,0,2.254945054945054,3.3318681318681316,0,28,Declining,66,1100.0
apaga el cel | floyymenor & lewis somes,APAGA EL CEL,FloyyMenor & Lewis Somes,2025-05-26,2025-08-09,48,7,21,75,74,87,87,single,1,True,3.0801,76,76,0.9868421052631579,98.68421052631578,2025-06-12,7,17,-0.0010526315789476622,0.16318634423897588,41,-27,Stable,13,17.56756756756757
apt. | rosé & bruno mars,APT.,ROSÉ & Bruno Mars,2025-10-23,2025-11-01,45,42,46,7,88,96,96,single,1,False,2.83195,10,10,0.7,70.0,2025-10-30,42,7,-0.03571428571428492,1.4999999999999962,3,1,Stable,8,9.090909090909092
aqyne | aitana,AQYNE,Aitana,2024-09-27,2024-09-29,41,40,40,3,71,73,73,album,15,False,3.0237666666666665,3,3,1.0,100.0,2024-09-28,40,1,-0.5000000000000003,1.0,1,-1,Stable,2,2.8169014084507045
arena y sal | omar montes & saiko & tunvao,Arena y Sal,Omar Montes & Saiko & Tunvao,2024-05-21,2025-01-20,18,3,39,242,59,86,77,single,1,False,2.9069166666666666,245,245,0.9877551020408163,98.77551020408163,2024-08-06,3,77,0.12269389058022276,-0.007670908337323354,15,21,Stable,18,30.508474576271187
arranca (feat. omega) | becky g & omega,Arranca (feat. Omega),Becky G & Omega,2024-05-18,2024-07-25,38,38,50,69,82,86,86,single,1,False,2.7754833333333333,69,69,1.0,100.0,2024-05-18,38,0,0.10489587139203539,0.06229448301059658,0,12,Stable,4,4.878048780487805
asi es la vida | enrique iglesias & maria becerra,ASI ES LA VIDA,Enrique Iglesias & Maria Becerra,2024-11-22,2025-03-23,50,38,48,67,83,84,81,single,1,False,2.86825,122,122,0.5491803278688525,54.91803278688525,2025-01-31,38,70,0.010575464921382336,-0.011134168728549993,12,-2,Stable,-2,-2.4096385542168677
attitude (feat. charlie wilson & cash cobain) | don toliver,ATTITUDE (FEAT. CHARLIE WILSON & CASH COBAIN),Don Toliver,2025-06-21,2025-06-21,46,46,46,1,69,69,69,album,16,True,2.6842166666666665,1,1,1.0,100.0,2025-06-21,46,0,0.0,0.0,0,0,Stable,0,0.0
aunque llegue otro (feat. jay wheeler) | myke towers,AUNQUE LLEGUE OTRO (feat. Jay Wheeler),Myke Towers,2025-08-24,2025-08-24,23,23,23,1,0,0,0,album,20,True,3.296666666666667,1,1,1.0,100.0,2025-08-24,23,0,0.0,0.0,0,0,Stable,0,
ayer y hoy | mora,AYER Y HOY,Mora,2024-08-30,2024-08-31,23,23,46,2,0,69,69,album,15,True,5.2836,2,2,1.0,100.0,2024-08-30,23,0,22.999999999999993,68.99999999999999,0,23,Declining,69,
ayer | dellafuente,Ayer,DELLAFUENTE,2025-06-16,2025-06-18,37,37,49,2,30,50,50,album,10,False,2.595,3,3,0.6666666666666666,66.66666666666666,2025-06-16,37,0,11.999999999999993,19.999999999999993,0,12,Declining,20,66.66666666666666
baby hello | rauw alejandro,BABY HELLO,Rauw Alejandro,2024-07-09,2025-04-19,3,3,50,282,0,79,74,album,14,True,3.707683333333333,285,285,0.9894736842105263,98.94736842105263,2024-07-09,3,0,0.16195582115812343,-0.004998420101129665,0,47,Stable,74,
baby hello | rauw alejandro & bizarrap,BABY HELLO,Rauw Alejandro & Bizarrap,2024-06-25,2024-07-08,4,2,2,14,71,89,89,single,1,True,3.707683333333333,14,14,1.0,100.0,2024-06-28,2,3,-0.13186813186813195,1.2043956043956008,2,-2,Stable,18,25.352112676056336
baby nueva | bad bunny,BABY NUEVA,Bad Bunny,2024-10-14,2024-10-28,12,12,47,15,0,90,90,album,22,True,4.012883333333333,15,15,1.0,100.0,2024-10-14,12,0,2.857142857142857,2.7999999999999994,0,35,Declining,90,
bad boy | chris jedi & gaby music & dei v,BAD BOY,Chris Jedi & Gaby Music & Dei V,2025-02-11,2025-03-10,16,16,45,28,58,78,77,single,1,True,3.9191,28,28,1.0,100.0,2025-02-11,16,0,0.367816091954023,0.5591133004926118,0,29,Stable,19,32.758620689655174
badgyal | saiko,BADGYAL,SAIKO,2025-04-28,2025-11-23,4,1,36,208,65,85,74,album,16,True,4.2327,210,210,0.9904761904761905,99.04761904761905,2025-05-01,1,3,0.14909880356104607,-0.03357816858961014,3,32,Stable,9,13.846153846153847
bailando bachata | chayanne,Bailando Bachata,Chayanne,2025-05-13,2025-06-02,50,45,46,9,77,78,78,album,9,False,2.8468166666666668,21,21,0.42857142857142855,42.857142857142854,2025-06-01,45,19,-0.4833333333333325,0.06666666666666968,5,-4,Stable,1,1.2987012987012987
baja pa' acá | rauw alejandro,Baja Pa' Acá,Rauw Alejandro,2025-11-17,2025-11-20,22,22,48,4,66,72,72,album,18,True,3.3333333333333335,4,4,1.0,100.0,2025-11-17,22,0,8.400000000000002,1.8999999999999961,0,26,Declining,6,9.090909090909092
bandidona | saiko,Bandidona,Saiko,2024-10-29,2024-11-10,20,20,48,13,39,74,74,single,1,False,2.68235,13,13,1.0,100.0,2024-10-29,20,0,2.5109890109890114,1.8131868131868134,0,28,Declining,35,89.74358974358975
bandit | don toliver,BANDIT,Don Toliver,2025-06-21,2025-06-21,27,27,27,1,69,69,69,album,16,True,2.4617666666666667,1,1,1.0,100.0,2025-06-21,27,0,0.0,0.0,0,0,Stable,0,0.0
barro | duki,Barro,Duki,2025-10-20,2025-10-20,40,40,40,1,60,60,60,single,1,False,3.3508666666666667,1,1,1.0,100.0,2025-10-20,40,0,0.0,0.0,0,0,Stable,0,0.0
baticano | bad bunny,BATICANO,Bad Bunny,2024-10-14,2024-10-18,23,23,39,5,0,83,83,album,22,True,4.266666666666667,5,5,1.0,100.0,2024-10-14,23,0,4.799999999999997,16.599999999999994,0,16,Declining,83,
bby boo - remix | izaak & jhayco & anuel aa,BBY BOO - REMIX,iZaak & Jhayco & Anuel AA,2025-03-30,2025-07-23,32,5,39,115,63,86,83,single,3,True,4.5977,116,116,0.9913793103448276,99.13793103448276,2025-04-18,5,19,0.19533654225518823,0.038294010889292296,27,7,Stable,20,31.746031746031743
beautiful things | benson boone,Beautiful Things,Benson Boone,2025-03-13,2025-06-23,47,17,47,91,100,100,88,single,1,False,3.0050666666666666,103,103,0.883495145631068,88.3495145631068,2025-04-04,17,22,0.19165472208950496,-0.09437808568243301,30,0,Stable,-12,-12.0
bendecido | eladio carrion,Bendecido,Eladio Carrion,2025-01-21,2025-01-26,7,7,45,6,71,78,78,album,17,True,2.3789333333333333,6,6,1.0,100.0,2025-01-21,7,0,7.1999999999999975,1.657142857142858,0,38,Declining,7,9.859154929577464
"besame (feat. tiago pzk, khea & neo pistea) - remix | bhavi & seven kayne & milo j","BESAME (feat. Tiago PZK, Khea & Neo Pistea) - Remix",Bhavi & Seven Kayne & Milo j,2025-04-24,2025-05-06,46,28,49,11,80,85,85,single,1,True,4.738466666666667,13,13,0.8461538461538461,84.61538461538461,2025-04-26,28,2,1.3909090909090913,0.5363636363636366,18,3,Declining,5,6.25
besitos bb 2.0 | el perla & omar montes & saiko,Besitos BB 2.0,El Perla & Omar Montes & SAIKO,2025-10-16,2025-10-31,9,9,24,11,61,67,67,single,1,True,3.8948833333333335,16,16,0.6875,68.75,2025-10-16,9,0,1.6181818181818182,0.5909090909090939,0,15,Declining,6,9.836065573770492
beso prohibido | beny jr,Beso Prohibido,Beny Jr,2025-09-07,2025-09-07,49,49,49,1,64,64,64,album,14,False,2.5477666666666665,1,1,1.0,100.0,2025-09-07,49,0,0.0,0.0,0,0,Stable,0,0.0
beso | rosalía & rauw alejandro,BESO,ROSALÍA & Rauw Alejandro,2024-05-18,2024-10-06,4,4,47,142,96,96,89,single,3,False,3.242383333333333,142,142,1.0,100.0,2024-05-18,4,0,0.27493393630642654,-0.04817358248583913,0,43,Stable,-7,-7.291666666666667
besos (with kidd keo & neelo) | swaggglock & kidd keo & neelo,BESOS (with Kidd Keo & Neelo),SwaggGlock & Kidd Keo & Neelo,2024-09-14,2024-10-13,38,22,37,30,72,77,77,single,1,True,2.8808666666666665,30,30,1.0,100.0,2024-09-19,22,5,0.35239154616240226,0.19466073414905247,16,-1,Stable,5,6.944444444444445
birds of a feather | billie eilish,BIRDS OF A FEATHER,Billie Eilish,2025-06-12,2025-06-13,49,49,49,2,92,92,92,album,10,False,3.5062166666666665,2,2,1.0,100.0,2025-06-12,49,0,-1.0797455595838894e-14,-1.537766225377691e-14,0,0,Stable,0,0.0
boreal | saiko,BOREAL,SAIKO,2025-04-28,2025-05-01,22,22,44,4,59,65,65,album,16,False,2.7535,4,4,1.0,100.0,2025-04-28,22,0,6.600000000000006,2.000000000000001,0,22,Declining,6,10.16949152542373
brindis | duki,Brindis,Duki,2025-11-03,2025-11-07,30,30,50,3,62,70,70,album,15,True,3.0125,5,5,0.6,60.0,2025-11-03,30,0,9.999999999999993,3.999999999999994,0,20,Declining,8,12.903225806451612
bubalu | feid,BUBALU,Feid,2024-09-30,2024-10-06,26,26,44,7,0,72,72,album,15,False,3.8042166666666666,7,7,1.0,100.0,2024-09-30,26,0,3.392857142857144,12.892857142857144,0,18,Declining,72,
bubalu | feid & rema,BUBALU,Feid & Rema,2024-09-24,2024-09-29,23,21,41,6,0,77,77,single,1,False,3.8042166666666666,6,6,1.0,100.0,2024-09-25,21,1,4.742857142857141,11.771428571428569,2,18,Declining,77,
buenas noches | quevedo,BUENAS NOCHES,Quevedo,2025-11-24,2025-11-27,18,18,25,4,60,66,66,album,18,False,3.9813833333333335,4,4,1.0,100.0,2025-11-24,18,0,2.1,1.9999999999999993,0,7,Declining,6,10.0
buenas | quevedo & saiko,Buenas,Quevedo & Saiko,2024-09-24,2025-03-12,1,1,48,170,53,87,78,single,1,False,3.2159,170,170,1.0,100.0,2024-09-24,1,0,0.22463101715304612,-0.02908018392657625,0,47,Stable,25,47.16981132075472
buscando money | twenty six & tayson kryss,Buscando Money,TWENTY SIX & Tayson Kryss,2025-02-02,2025-04-17,40,4,48,73,75,87,83,single,2,False,2.5,75,75,0.9733333333333334,97.33333333333334,2025-02-15,4,13,0.6390534369986425,0.10718252499074395,36,8,Stable,8,10.666666666666668
buscarte lejos | duki,Buscarte Lejos,Duki,2025-11-03,2025-11-09,33,28,49,7,62,72,72,album,15,False,3.2407833333333333,7,7,1.0,100.0,2025-11-06,28,3,0.7857142857142825,1.6071428571428583,5,16,Declining,10,16.129032258064516
caché | myke towers,CACHÉ,Myke Towers,2025-08-24,2025-08-24,47,47,47,1,0,0,0,album,20,True,3.2817666666666665,1,1,1.0,100.0,2025-08-24,47,0,0.0,0.0,0,0,Stable,0,
cafe malibú | sech & mora & saiko,Cafe Malibú,Sech & Mora & Saiko,2024-07-23,2024-09-19,10,9,47,59,69,81,80,single,1,True,4.33845,59,59,1.0,100.0,2024-07-25,9,2,0.42115721800116873,0.07060198714202204,1,37,Stable,11,15.942028985507244
call me maybe | duki,CALL ME MAYBE,Duki,2024-12-10,2024-12-10,50,50,50,1,65,65,65,single,1,False,3.7066833333333333,1,1,1.0,100.0,2024-12-10,50,0,0.0,0.0,0,0,Stable,0,0.0
cangrinaje | cruz cafuné,Cangrinaje,Cruz Cafuné,2024-05-28,2024-05-28,48,48,48,1,56,56,56,album,23,True,3.5294166666666666,1,1,1.0,100.0,2024-05-28,48,0,0.0,0.0,0,0,Stable,0,0.0
capri sun | b10 & kilvertz,Capri Sun,B10 & Kilvertz,2025-07-31,2025-08-14,46,34,50,14,61,70,70,single,1,False,2.812116666666667,15,15,0.9333333333333333,93.33333333333333,2025-08-05,34,5,0.49670329670329433,0.6021978021978006,12,4,Stable,9,14.754098360655737
carita triste | ana mena & emilia,CARITA TRISTE,Ana Mena & Emilia,2025-09-01,2025-11-23,14,9,38,84,60,78,75,single,1,False,2.9216,84,84,1.0,100.0,2025-09-07,9,6,0.41762680976004857,0.0415915763895924,5,24,Stable,15,25.0
cartera & tacos | myke towers,CARTERA & TACOS,Myke Towers,2024-11-25,2024-11-25,47,47,47,1,0,0,0,album,23,True,2.1655333333333333,1,1,1.0,100.0,2024-11-25,47,0,0.0,0.0,0,0,Stable,0,
casanova | soolking & lola indigo & rvfv,Casanova,Soolking & Lola Indigo & Rvfv,2024-12-10,2025-05-29,12,1,50,168,60,84,74,single,1,False,4.063433333333333,171,171,0.9824561403508771,98.24561403508771,2025-01-01,1,22,0.30365051806783727,-0.0287265705275841,11,38,Stable,14,23.333333333333332
caserio | yandel & saiko,Caserio,Yandel & SAIKO,2025-03-10,2025-03-10,41,41,41,1,59,59,59,single,1,True,3.158733333333333,1,1,1.0,100.0,2025-03-10,41,0,0.0,0.0,0,0,Stable,0,0.0
caída del cielo <3 | rels b,caída del cielo <3,Rels B,2025-04-28,2025-05-01,38,38,48,2,66,71,71,album,13,True,2.2203333333333335,4,4,0.5,50.0,2025-04-28,38,0,9.999999999999993,4.999999999999993,0,10,Declining,5,7.575757575757576
celine (with kidd keo) | ghost killer track & kidd keo,Celine (with Kidd Keo),Ghost Killer Track & Kidd Keo,2025-10-03,2025-11-27,50,9,46,55,65,73,73,single,1,False,2.9336166666666665,56,56,0.9821428571428571,98.21428571428571,2025-10-18,9,15,0.3531746031746031,0.11248196248196188,41,-4,Stable,8,12.307692307692308
cha cha cha | käärijä,Cha Cha Cha,Käärijä,2024-05-18,2024-05-20,37,37,48,3,86,88,88,single,1,False,2.91935,3,3,1.0,100.0,2024-05-18,37,0,5.49999999999999,0.9999999999999881,0,11,Declining,2,2.3255813953488373
chapiadora.com | quevedo,CHAPIADORA.COM,Quevedo,2025-11-24,2025-11-27,8,8,17,4,63,68,68,album,18,False,3.2903,4,4,1.0,100.0,2025-11-24,8,0,3.0,1.600000000000004,0,9,Declining,5,7.936507936507936
chihiro | billie eilish,CHIHIRO,Billie Eilish,2025-05-19,2025-05-25,39,39,47,7,61,92,92,album,10,False,5.057333333333333,7,7,1.0,100.0,2025-05-19,39,0,0.8214285714285692,4.035714285714287,0,8,Declining,31,50.81967213114754
chorrito pa las animas | feid,CHORRITO PA LAS ANIMAS,Feid,2024-05-18,2024-06-14,32,32,48,28,91,91,91,single,6,True,2.802216666666667,28,28,1.0,100.0,2024-05-18,32,0,0.23070607553366262,9.9423593680527e-16,0,16,Stable,0,0.0
chula | jc reyes,CHULA,JC Reyes,2024-12-28,2025-01-20,50,49,49,8,69,73,73,single,1,False,2.5473666666666666,24,24,0.3333333333333333,33.33333333333333,2025-01-17,49,20,-0.15476190476190488,0.6190476190476172,1,-1,Stable,4,5.797101449275362
chulo pt.2 | bad gyal & tokischa & young miko,Chulo pt.2,Bad Gyal & Tokischa & Young Miko,2024-06-24,2024-10-13,25,22,47,87,64,91,91,single,1,True,3.65555,112,112,0.7767857142857143,77.67857142857143,2024-06-28,22,4,0.15318582780491324,0.16125975067434575,3,22,Stable,27,42.1875
cine 🚬 | duki,Cine 🚬,Duki,2025-11-03,2025-11-03,42,42,42,1,61,61,61,album,15,True,2.382616666666667,1,1,1.0,100.0,2025-11-03,42,0,0.0,0.0,0,0,Stable,0,0.0
classy 101 | feid,CLASSY 101,Feid,2024-12-02,2025-01-17,16,16,48,28,0,84,84,album,10,True,3.2597666666666667,47,47,0.5957446808510638,59.57446808510638,2024-12-02,16,0,0.903667214012042,1.2785987958401748,0,32,Declining,84,
classy 101 | feid & young miko,Classy 101,Feid & Young Miko,2024-05-18,2024-12-01,7,7,35,183,95,97,92,single,1,True,3.2664333333333335,198,198,0.9242424242424242,92.42424242424242,2024-05-18,7,0,0.16124983355917075,-0.027261049712939186,0,28,Stable,-3,-3.1578947368421053
clavaito | chanel & abraham mateo,Clavaito,Chanel & Abraham Mateo,2024-05-18,2025-01-04,8,6,50,153,78,85,75,single,1,False,2.7123333333333335,232,232,0.6594827586206896,65.94827586206897,2024-06-02,6,15,0.20597281974990955,-0.025659067454732832,2,42,Stable,-3,-3.8461538461538463
coco chanel | eladio carrion,Coco Chanel,Eladio Carrion,2024-05-18,2024-09-29,17,16,49,127,92,93,87,album,18,True,3.46875,135,135,0.9407407407407408,94.07407407407408,2024-05-24,16,6,0.22726846644169474,-0.03843269591301075,1,32,Stable,-5,-5.434782608695652
coco loco | maluma,COCO LOCO,Maluma,2024-07-01,2024-11-26,50,9,49,113,83,88,74,single,1,False,2.7789,149,149,0.7583892617449665,75.83892617449665,2024-08-06,9,36,0.26718344533901117,-0.1776814824672291,41,-1,Stable,-9,-10.843373493975903
cohete | shakira,Cohete,Shakira,2025-03-24,2025-03-30,21,21,48,6,0,75,75,album,17,False,2.87505,7,7,0.8571428571428571,85.71428571428571,2025-03-24,21,0,4.628571428571426,11.171428571428569,0,27,Declining,75,
colmillo | tainy,COLMILLO,Tainy,2024-10-19,2024-11-14,44,18,33,9,64,78,78,album,20,True,4.433316666666666,27,27,0.3333333333333333,33.33333333333333,2024-11-10,18,22,-1.7333333333333307,2.0666666666666673,26,-11,Improving,14,21.875
columbia | quevedo,Columbia,Quevedo,2024-07-08,2025-11-02,39,1,46,463,61,97,81,single,1,False,3.1,483,483,0.9585921325051759,95.8592132505176,2024-07-09,1,1,0.1024774175701412,-0.03370147763906597,38,7,Stable,20,32.78688524590164
cometa halley | saiko,COMETA HALLEY,SAIKO,2025-04-28,2025-05-05,24,24,48,8,59,69,69,album,16,True,3.8424833333333335,8,8,1.0,100.0,2025-04-28,24,0,2.8690476190476155,1.297619047619046,0,24,Declining,10,16.94915254237288
committed | rauw alejandro,Committed,Rauw Alejandro,2025-11-17,2025-11-17,29,29,29,1,66,66,66,album,18,True,2.6557333333333335,1,1,1.0,100.0,2025-11-17,29,0,0.0,0.0,0,0,Stable,0,0.0
como camarón | estopa,Como Camarón,Estopa,2024-11-29,2025-02-21,49,32,50,35,70,75,74,album,12,False,3.3671,85,85,0.4117647058823529,41.17647058823529,2025-01-03,32,35,0.04677871148459339,0.0927170868347344,17,1,Stable,4,5.714285714285714
como suenan las estrellas | saiko,COMO SUENAN LAS ESTRELLAS,SAIKO,2025-04-28,2025-05-19,28,24,48,22,58,73,73,album,16,False,2.3112833333333334,22,22,1.0,100.0,2025-04-30,24,2,0.9678147939017497,0.5290796160361387,4,20,Declining,15,25.862068965517242
competencia | myke towers,COMPETENCIA,Myke Towers,2025-08-24,2025-08-25,19,19,49,2,0,61,61,album,20,True,3.1804333333333332,2,2,1.0,100.0,2025-08-24,19,0,29.99999999999999,60.999999999999986,0,30,Declining,61,
comuna 3 | jc reyes & the rude boyz,COMUNA 3,JC Reyes & The Rude Boyz,2025-05-16,2025-05-17,47,38,38,2,61,61,61,single,1,False,2.5688,2,2,1.0,100.0,2025-05-17,38,1,-9.000000000000007,-9.021098756438643e-15,9,-9,Improving,0,0.0
comuna 3 | jc reyes & the rudeboyz,COMUNA 3,JC Reyes & The Rudeboyz,2025-05-18,2025-09-17,38,12,49,120,63,75,72,single,1,False,2.5688,123,123,0.975609756097561,97.5609756097561,2025-06-05,12,18,0.23080422251545235,0.0552052225849016,26,11,Stable,9,14.285714285714285
conexión | cano,Conexión,Cano,2025-10-27,2025-11-14,27,27,47,14,38,58,58,album,10,False,3.136,19,19,0.7368421052631579,73.68421052631578,2025-10-27,27,0,1.8065934065934062,1.564835164835163,0,20,Declining,20,52.63157894736842
conexión | cano & jc reyes,Conexión,Cano & JC Reyes,2025-10-25,2025-10-26,46,40,40,2,63,63,63,single,1,False,3.136,2,2,1.0,100.0,2025-10-26,40,1,-6.000000000000006,-6.3565634973382676e-15,6,-6,Improving,0,0.0
constelación | duki,Constelación,Duki,2025-11-03,2025-11-10,26,26,43,8,58,70,70,album,15,False,3.34385,8,8,1.0,100.0,2025-11-03,26,0,1.8452380952380933,1.630952380952379,0,17,Declining,12,20.689655172413794
constelación | duki & lia kali,Constelación,Duki & Lia Kali,2025-11-01,2025-11-02,29,29,50,2,58,62,62,single,1,False,3.34385,2,2,1.0,100.0,2025-11-01,29,0,20.999999999999993,3.99999999999999,0,21,Declining,4,6.896551724137931
contigo (with tiësto) | karol g & tiësto,CONTIGO (with Tiësto),KAROL G & Tiësto,2025-02-17,2025-03-24,19,13,50,35,73,90,90,single,1,False,3.2131,36,36,0.9722222222222222,97.22222222222221,2025-02-18,13,1,1.0025210084033611,0.26918767507002656,6,31,Declining,17,23.28767123287671
copa vacía | shakira & manuel turizo,Copa Vacía,Shakira & Manuel Turizo,2024-07-02,2024-07-28,16,16,50,27,74,88,88,single,1,False,2.89245,27,27,1.0,100.0,2024-07-02,16,0,1.1514041514041515,0.3620268620268632,0,34,Declining,14,18.91891891891892
corazón roto - remix | brray & jhayco & ryan castro,Corazón Roto - Remix,Brray & Jhayco & Ryan Castro,2024-08-10,2024-09-13,49,26,44,33,86,87,87,single,1,True,4.584,35,35,0.9428571428571428,94.28571428571428,2024-09-09,26,30,-0.35327540106951866,0.03609625668449209,23,-5,Stable,1,1.1627906976744187
corazón roto pt. 3 | brray & anuel aa & chencho corleone,Corazón Roto pt. 3,Brray & Anuel AA & Chencho Corleone,2024-09-13,2025-02-04,35,21,50,104,70,86,84,single,1,True,5.806666666666667,145,145,0.7172413793103448,71.72413793103448,2024-09-27,21,14,0.23631708097727516,0.05661474447882218,14,15,Stable,14,20.0
corazón vacío | maria becerra,CORAZÓN VACÍO,Maria Becerra,2024-07-05,2024-10-13,40,19,44,101,85,90,87,single,1,False,2.6755833333333334,101,101,1.0,100.0,2024-07-19,19,14,0.18126965637740244,-0.018800232964472672,21,4,Stable,2,2.3529411764705883
corleone | saiko,CORLEONE,Saiko,2024-12-24,2025-01-15,21,21,49,20,44,69,69,album,7,False,3.2,23,23,0.8695652173913043,86.95652173913044,2024-12-24,21,0,0.748120300751879,1.2413533834586463,0,28,Stable,25,56.81818181818182
corleone | saiko & yandel,CORLEONE,Saiko & Yandel,2024-12-17,2024-12-23,32,16,16,7,64,70,70,single,1,False,3.2,7,7,1.0,100.0,2024-12-21,16,4,-3.321428571428575,1.0714285714285723,16,-16,Improving,6,9.375
cosa nuestra | rauw alejandro,Cosa Nuestra,Rauw Alejandro,2025-11-17,2025-11-18,16,16,44,2,67,70,70,album,18,True,4.3409,2,2,1.0,100.0,2025-11-17,16,0,27.999999999999993,2.999999999999996,0,28,Declining,3,4.477611940298507
cosas pendientes | maluma,Cosas Pendientes,Maluma,2025-11-24,2025-11-27,48,37,37,2,64,73,73,single,1,False,3.0743666666666667,4,4,0.5,50.0,2025-11-27,37,3,-11.00000000000001,8.999999999999996,11,-11,Improving,9,14.0625
cosas que no te dije | saiko,COSAS QUE NO TE DIJE,Saiko,2024-08-16,2025-04-27,42,7,44,253,72,84,81,single,1,False,3.745416666666667,255,255,0.9921568627450981,99.2156862745098,2024-12-12,7,118,0.05644378444789262,0.02418151288401198,35,2,Stable,9,12.5
cosmeticos | myke towers,COSMETICOS,Myke Towers,2024-11-25,2024-11-29,33,33,48,2,0,70,70,album,23,True,2.3643666666666667,5,5,0.4,40.0,2024-11-25,33,0,14.999999999999995,69.99999999999999,0,15,Declining,70,
cruel summer | taylor swift,Cruel Summer,Taylor Swift,2025-06-01,2025-06-01,39,39,39,1,94,94,94,album,18,False,2.9737666666666667,1,1,1.0,100.0,2025-06-01,39,0,0.0,0.0,0,0,Stable,0,0.0
crush | sky rompiendo & dei v,CRUSH,Sky Rompiendo & Dei V,2025-04-07,2025-08-23,47,15,45,137,74,78,75,single,1,False,3.8888833333333332,139,139,0.9856115107913669,98.56115107913669,2025-04-27,15,20,0.20358616312281816,-0.017207422480258097,32,-2,Stable,1,1.3513513513513513
